Order_ID,Date,Sales,Category,Sub_Category,Region,Quantity,Discount,Profit
CA-2021-10331,2021-06-05,484.94,Technology,Accessories,Central,18,0.15,87.02
CA-2021-10332,2021-06-05,39.55,Technology,Phones,South,1,0.2,9.15
CA-2021-10333,2021-06-05,441.92,Office Supplies,Appliances,Central,3,0.2,57.94
CA-2021-10334,2021-06-06,464.66,Office Supplies,Storage,South,8,0.1,83.44
CA-2021-10335,2021-06-06,457.66,Office Supplies,Art,Central,3,0.1,45.16
CA-2021-10336,2021-06-07,668.54,Office Supplies,Art,South,5,0.0,138.33
CA-2021-10337,2021-06-08,564.1,Office Supplies,Art,West,9,0.15,86.09
CA-2021-10338,2021-06-08,127.36,Technology,Accessories,Central,1,0.0,25.42
CA-2021-10339,2021-06-09,48.91,Technology,Phones,South,1,0.1,4.73
CA-2021-10340,2021-06-09,539.08,Furniture,Furnishings,Central,6,0.2,149.69
CA-2021-10341,2021-06-09,255.14,Furniture,Bookcases,East,2,0.0,36.89
CA-2021-10342,2021-06-10,655.26,Furniture,Furnishings,East,5,0.1,62.83
CA-2021-10343,2021-06-11,877.16,Furniture,Chairs,South,6,0.1,194.77
CA-2021-10344,2021-06-12,559.67,Office Supplies,Storage,South,8,0.1,72.12
CA-2021-10345,2021-06-12,200.05,Office Supplies,Paper,East,2,0.1,29.93
CA-2021-10346,2021-06-12,155.74,Technology,Accessories,West,1,0.15,31.8
CA-2021-10347,2021-06-13,314.22,Office Supplies,Storage,Central,13,0.0,67.63
CA-2021-10348,2021-06-13,384.88,Office Supplies,Storage,South,18,0.15,44.25
CA-2021-10349,2021-06-14,76.15,Furniture,Bookcases,West,1,0.0,6.6
CA-2021-10350,2021-06-14,239.43,Furniture,Chairs,West,2,0.2,60.87
CA-2021-10351,2021-06-14,275.46,Technology,Phones,Central,9,0.15,36.38
CA-2021-10352,2021-06-15,776.36,Technology,Copiers,Central,22,0.2,121.04
CA-2021-10353,2021-06-16,76.73,Office Supplies,Storage,South,3,0.2,17.49
CA-2021-10354,2021-06-16,603.29,Office Supplies,Paper,Central,4,0.15,139.24
CA-2021-10355,2021-06-17,614.18,Furniture,Bookcases,West,5,0.15,126.3
CA-2021-10356,2021-06-18,697.73,Furniture,Tables,East,32,0.2,95.43
CA-2021-10357,2021-06-18,362.68,Office Supplies,Storage,East,6,0.15,81.98
CA-2021-10358,2021-06-19,1008.42,Office Supplies,Paper,East,10,0.0,280.15
CA-2021-10359,2021-06-20,950.82,Technology,Copiers,South,7,0.0,175.23
CA-2021-10360,2021-06-20,21.2,Furniture,Furnishings,South,1,0.2,2.18
CA-2021-10361,2021-06-21,786.34,Furniture,Furnishings,Central,6,0.2,213.23
CA-2021-10362,2021-06-22,374.59,Technology,Accessories,South,3,0.15,47.75
CA-2021-10363,2021-06-22,98.39,Technology,Machines,South,1,0.2,17.47
CA-2021-10364,2021-06-22,156.88,Office Supplies,Art,West,2,0.15,35.88
CA-2021-10365,2021-06-23,717.53,Office Supplies,Paper,West,10,0.2,144.09
CA-2021-10366,2021-06-24,637.38,Furniture,Bookcases,South,7,0.2,86.77
CA-2021-10367,2021-06-24,72.08,Furniture,Chairs,East,3,0.1,6.48
CA-2021-10368,2021-06-25,571.03,Furniture,Chairs,South,6,0.15,50.75
CA-2021-10369,2021-06-25,103.1,Furniture,Chairs,South,3,0.0,25.12
CA-2021-10370,2021-06-25,191.07,Furniture,Bookcases,Central,2,0.0,16.42
CA-2021-10371,2021-06-26,132.99,Technology,Machines,South,1,0.0,17.51
CA-2021-10372,2021-06-26,303.02,Furniture,Furnishings,East,2,0.15,82.06
CA-2021-10373,2021-06-26,473.4,Furniture,Furnishings,East,4,0.15,105.81
CA-2021-10374,2021-06-27,26.23,Office Supplies,Art,West,1,0.2,4.03
CA-2021-10375,2021-06-27,395.64,Technology,Copiers,South,4,0.0,37.27
CA-2021-10376,2021-06-27,495.81,Office Supplies,Storage,Central,4,0.1,105.96
CA-2021-10377,2021-06-28,277.28,Furniture,Chairs,Central,2,0.2,57.56
CA-2021-10378,2021-06-28,211.81,Furniture,Tables,East,7,0.2,58.94
CA-2021-10379,2021-06-28,45.41,Office Supplies,Paper,East,1,0.15,7.71
CA-2021-10380,2021-06-29,701.56,Furniture,Bookcases,Central,8,0.2,147.65
CA-2021-10381,2021-06-29,36.45,Furniture,Tables,Central,1,0.15,3.48
CA-2021-10382,2021-06-29,106.96,Furniture,Chairs,West,1,0.2,13.4
CA-2021-10383,2021-06-30,244.71,Office Supplies,Storage,East,10,0.2,53.27
CA-2021-10384,2021-06-30,17.89,Technology,Accessories,South,1,0.15,1.94
CA-2021-10385,2021-06-30,378.66,Furniture,Chairs,Central,9,0.0,69.46
CA-2021-10386,2021-07-01,378.63,Technology,Copiers,West,3,0.0,81.57
CA-2021-10387,2021-07-01,155.64,Furniture,Furnishings,West,1,0.2,43.21
CA-2021-10388,2021-07-02,1015.56,Office Supplies,Storage,Central,6,0.2,101.41
CA-2021-10389,2021-07-03,53.11,Office Supplies,Storage,West,1,0.0,9.12
CA-2021-10390,2021-07-03,829.37,Office Supplies,Binders,East,6,0.0,224.91
CA-2021-10391,2021-07-04,289.31,Furniture,Bookcases,Central,7,0.0,45.45
CA-2021-10392,2021-07-04,682.69,Office Supplies,Art,East,17,0.0,127.29
CA-2021-10393,2021-07-05,584.58,Technology,Copiers,Central,8,0.1,77.09
CA-2021-10394,2021-07-06,234.57,Furniture,Bookcases,East,2,0.15,28.49
CA-2021-10395,2021-07-06,122.66,Furniture,Chairs,Central,1,0.2,17.81
CA-2021-10396,2021-07-06,249.76,Office Supplies,Storage,East,2,0.2,21.95
CA-2021-10397,2021-07-07,639.9,Office Supplies,Storage,Central,4,0.0,127.87
CA-2021-10398,2021-07-08,54.41,Furniture,Chairs,South,1,0.1,4.73
CA-2021-10399,2021-07-08,607.48,Office Supplies,Paper,Central,7,0.2,59.98
CA-2021-10400,2021-07-09,400.23,Office Supplies,Storage,East,4,0.15,62.96
CA-2021-10401,2021-07-09,211.95,Technology,Machines,East,3,0.0,53.65
CA-2021-10402,2021-07-10,244.28,Technology,Machines,Central,7,0.2,19.7
CA-2021-10403,2021-07-10,237.24,Furniture,Chairs,East,1,0.15,33.78
CA-2021-10404,2021-07-10,435.48,Technology,Copiers,East,5,0.1,54.06
CA-2021-10405,2021-07-11,9.66,Technology,Copiers,West,1,0.2,1.35
CA-2021-10406,2021-07-11,324.17,Office Supplies,Paper,South,2,0.1,88.01
CA-2021-10407,2021-07-11,582.35,Technology,Copiers,Central,12,0.1,143.08
CA-2021-10408,2021-07-12,653.44,Furniture,Furnishings,South,5,0.2,158.03
CA-2021-10409,2021-07-13,749.45,Office Supplies,Paper,West,24,0.2,162.99
CA-2021-10410,2021-07-14,882.46,Office Supplies,Appliances,East,26,0.1,123.47
CA-2021-10411,2021-07-15,768.79,Office Supplies,Art,South,9,0.1,72.71
CA-2021-10412,2021-07-16,109.69,Office Supplies,Storage,West,1,0.0,27.25
CA-2021-10413,2021-07-16,540.98,Furniture,Chairs,West,3,0.0,66.5
CA-2021-10414,2021-07-17,255.79,Technology,Machines,West,3,0.2,52.43
CA-2021-10415,2021-07-17,32.15,Office Supplies,Binders,South,1,0.0,7.74
CA-2021-10416,2021-07-17,538.04,Office Supplies,Art,East,3,0.2,72.25
CA-2021-10417,2021-07-18,391.67,Furniture,Furnishings,East,6,0.15,46.14
CA-2021-10418,2021-07-18,288.59,Furniture,Tables,West,5,0.1,74.79
CA-2021-10419,2021-07-19,354.89,Furniture,Furnishings,East,2,0.0,53.96
CA-2021-10420,2021-07-19,234.69,Technology,Phones,Central,1,0.2,55.81
CA-2021-10421,2021-07-20,680.92,Technology,Phones,East,6,0.1,131.37
CA-2021-10422,2021-07-21,457.15,Furniture,Chairs,Central,4,0.0,62.03
CA-2021-10423,2021-07-21,276.96,Technology,Phones,South,2,0.1,37.06
CA-2021-10424,2021-07-21,36.83,Technology,Copiers,South,1,0.0,5.6
CA-2021-10425,2021-07-22,690.63,Office Supplies,Storage,South,33,0.15,161.27
CA-2021-10426,2021-07-23,508.7,Office Supplies,Paper,East,3,0.1,130.24
CA-2021-10427,2021-07-23,340.46,Furniture,Furnishings,East,2,0.0,47.34
CA-2021-10428,2021-07-24,248.91,Furniture,Furnishings,South,3,0.0,64.23
CA-2021-10429,2021-07-24,684.27,Technology,Copiers,East,24,0.1,161.76
CA-2021-10430,2021-07-25,763.42,Furniture,Tables,West,14,0.1,112.58
CA-2021-10431,2021-07-26,73.66,Furniture,Bookcases,East,1,0.2,11.75
CA-2021-10432,2021-07-26,434.62,Furniture,Furnishings,Central,3,0.15,53.88
CA-2021-10433,2021-07-26,57.0,Office Supplies,Art,Central,1,0.1,13.34
CA-2021-10434,2021-07-27,323.67,Technology,Machines,South,5,0.0,73.73
CA-2021-10435,2021-07-27,141.61,Technology,Machines,East,2,0.2,27.42
CA-2021-10436,2021-07-28,221.9,Technology,Phones,South,2,0.1,24.51
CA-2021-10437,2021-07-28,156.08,Technology,Phones,East,1,0.1,27.6
CA-2021-10438,2021-07-28,349.02,Technology,Machines,Central,3,0.2,94.78
CA-2021-10439,2021-07-29,838.5,Office Supplies,Storage,Central,9,0.1,128.4
CA-2021-10440,2021-07-30,390.35,Technology,Phones,Central,9,0.0,72.39
CA-2021-10441,2021-07-30,323.89,Technology,Copiers,South,3,0.0,48.27
CA-2021-10442,2021-07-31,284.79,Technology,Copiers,East,2,0.1,31.17
CA-2021-10443,2021-07-31,526.8,Furniture,Furnishings,South,10,0.2,56.29
CA-2021-10444,2021-08-01,55.01,Office Supplies,Binders,West,1,0.0,9.45
CA-2021-10445,2021-08-01,374.46,Technology,Accessories,West,4,0.2,97.19
CA-2021-10446,2021-08-01,412.32,Furniture,Chairs,South,2,0.1,103.39
CA-2021-10447,2021-08-02,62.16,Technology,Accessories,West,1,0.15,10.68
CA-2021-10448,2021-08-02,545.65,Office Supplies,Storage,Central,18,0.1,45.07
CA-2021-10449,2021-08-03,600.25,Furniture,Furnishings,West,4,0.2,67.43
CA-2021-10450,2021-08-04,627.83,Furniture,Bookcases,Central,5,0.2,121.18
CA-2021-10451,2021-08-04,140.8,Office Supplies,Appliances,West,1,0.0,11.52
CA-2021-10452,2021-08-05,690.62,Office Supplies,Art,South,5,0.2,166.89
CA-2021-10453,2021-08-05,19.93,Office Supplies,Appliances,Central,1,0.15,5.16
CA-2021-10454,2021-08-06,739.16,Furniture,Tables,South,4,0.1,205.97
CA-2021-10455,2021-08-07,716.16,Technology,Phones,Central,7,0.1,146.39
CA-2021-10456,2021-08-08,660.71,Furniture,Bookcases,West,6,0.1,172.08
CA-2021-10457,2021-08-09,500.82,Office Supplies,Appliances,East,3,0.0,112.1
CA-2021-10458,2021-08-10,141.86,Furniture,Furnishings,Central,1,0.15,35.35
CA-2021-10459,2021-08-10,100.47,Furniture,Chairs,West,1,0.1,25.9
CA-2021-10460,2021-08-10,465.56,Office Supplies,Art,East,4,0.0,64.78
CA-2021-10461,2021-08-11,311.83,Technology,Copiers,East,3,0.15,75.52
CA-2021-10462,2021-08-11,302.06,Technology,Phones,South,2,0.2,45.47
CA-2021-10463,2021-08-12,338.91,Technology,Phones,East,4,0.0,79.0
CA-2021-10464,2021-08-12,290.92,Furniture,Chairs,East,10,0.1,26.45
CA-2021-10465,2021-08-12,21.72,Office Supplies,Appliances,East,1,0.2,1.74
CA-2021-10466,2021-08-13,148.08,Office Supplies,Appliances,East,2,0.15,17.22
CA-2021-10467,2021-08-13,391.9,Office Supplies,Storage,Central,3,0.15,48.63
CA-2021-10468,2021-08-13,259.02,Office Supplies,Appliances,West,2,0.0,40.44
CA-2021-10469,2021-08-14,255.78,Technology,Accessories,East,4,0.2,22.63
CA-2021-10470,2021-08-14,401.89,Furniture,Chairs,South,2,0.15,89.57
CA-2021-10471,2021-08-14,59.56,Furniture,Chairs,West,1,0.15,10.83
CA-2021-10472,2021-08-15,417.24,Technology,Accessories,East,11,0.1,94.21
CA-2021-10473,2021-08-15,437.57,Office Supplies,Paper,East,18,0.0,52.09
CA-2021-10474,2021-08-16,527.82,Furniture,Bookcases,East,4,0.2,113.06
CA-2021-10475,2021-08-17,756.4,Technology,Machines,South,10,0.2,118.66
CA-2021-10476,2021-08-18,219.11,Furniture,Tables,West,2,0.2,42.02
CA-2021-10477,2021-08-18,19.1,Furniture,Bookcases,West,1,0.0,3.59
CA-2021-10478,2021-08-18,229.64,Furniture,Chairs,East,2,0.1,23.81
CA-2021-10479,2021-08-19,86.02,Technology,Phones,East,2,0.1,17.63
CA-2021-10480,2021-08-19,79.47,Technology,Accessories,South,1,0.15,6.55
CA-2021-10481,2021-08-19,475.88,Furniture,Chairs,South,8,0.15,56.29
CA-2021-10482,2021-08-20,738.23,Furniture,Chairs,South,10,0.1,95.55
CA-2021-10483,2021-08-21,743.37,Furniture,Bookcases,West,15,0.15,199.88
CA-2021-10484,2021-08-22,752.7,Technology,Copiers,Central,16,0.15,178.43
CA-2021-10485,2021-08-23,551.07,Office Supplies,Appliances,West,12,0.1,104.46
CA-2021-10486,2021-08-24,477.82,Furniture,Chairs,Central,5,0.15,63.48
CA-2021-10487,2021-08-24,124.05,Office Supplies,Binders,East,1,0.1,17.06
CA-2021-10488,2021-08-25,153.66,Technology,Phones,West,1,0.15,31.46
CA-2021-10489,2021-08-25,32.08,Technology,Accessories,West,1,0.1,8.76
CA-2021-10490,2021-08-25,441.1,Technology,Copiers,West,5,0.2,89.1
CA-2021-10491,2021-08-26,614.05,Technology,Machines,West,4,0.0,63.5
CA-2021-10492,2021-08-27,315.88,Office Supplies,Art,West,4,0.0,51.06
CA-2021-10493,2021-08-27,508.11,Furniture,Chairs,South,3,0.0,86.4
CA-2021-10494,2021-08-27,53.63,Furniture,Tables,South,1,0.1,6.31
CA-2021-10495,2021-08-28,673.52,Office Supplies,Storage,West,10,0.2,154.69
CA-2021-10496,2021-08-28,19.19,Technology,Phones,South,1,0.2,3.2
CA-2021-10497,2021-08-29,908.97,Office Supplies,Art,East,28,0.0,221.49
CA-2021-10498,2021-08-30,484.76,Furniture,Tables,East,16,0.1,44.84
CA-2021-10499,2021-08-30,5.0,Furniture,Tables,Central,1,0.0,1.07
CA-2021-10500,2021-08-30,103.12,Office Supplies,Binders,West,1,0.15,18.43
CA-2021-10501,2021-08-31,173.44,Office Supplies,Storage,West,2,0.0,21.03
CA-2021-10502,2021-08-31,245.6,Technology,Phones,Central,4,0.2,64.6
CA-2021-10503,2021-08-31,242.14,Furniture,Chairs,West,1,0.0,39.29
CA-2021-10504,2021-09-01,102.95,Office Supplies,Art,West,1,0.0,24.38
CA-2021-10505,2021-09-01,440.72,Office Supplies,Binders,Central,7,0.15,88.04
CA-2021-10506,2021-09-02,10.67,Technology,Phones,Central,1,0.1,2.25
CA-2021-10507,2021-09-02,124.61,Furniture,Tables,West,3,0.0,11.73
CA-2021-10508,2021-09-02,483.1,Office Supplies,Art,East,4,0.15,117.31
CA-2021-10509,2021-09-03,80.33,Technology,Machines,West,1,0.0,18.36
CA-2021-10510,2021-09-03,234.33,Office Supplies,Art,South,1,0.15,28.87
CA-2021-10511,2021-09-03,254.53,Technology,Machines,East,4,0.1,39.38
CA-2021-10512,2021-09-04,678.19,Furniture,Tables,Central,5,0.15,80.55
CA-2021-10513,2021-09-05,279.57,Technology,Machines,Central,3,0.15,56.5
CA-2021-10514,2021-09-05,381.19,Furniture,Bookcases,East,5,0.2,83.4
CA-2021-10515,2021-09-06,467.93,Furniture,Tables,East,4,0.1,65.21
CA-2021-10516,2021-09-07,455.57,Technology,Machines,West,3,0.1,68.72
CA-2021-10517,2021-09-07,100.85,Technology,Machines,West,1,0.2,14.34
CA-2021-10518,2021-09-08,38.57,Technology,Phones,East,1,0.1,9.81
CA-2021-10519,2021-09-08,35.83,Technology,Accessories,South,1,0.0,4.33
CA-2021-10520,2021-09-08,464.73,Office Supplies,Storage,East,3,0.1,39.24
CA-2021-10521,2021-09-09,54.78,Furniture,Bookcases,South,1,0.0,6.64
CA-2021-10522,2021-09-09,415.7,Furniture,Tables,East,3,0.1,75.47
CA-2021-10523,2021-09-09,55.69,Furniture,Chairs,East,1,0.15,5.22
CA-2021-10524,2021-09-10,859.84,Office Supplies,Art,South,40,0.2,188.7
CA-2021-10525,2021-09-11,637.77,Office Supplies,Paper,Central,17,0.1,151.99
CA-2021-10526,2021-09-12,260.31,Technology,Phones,West,3,0.2,21.63
CA-2021-10527,2021-09-12,332.53,Office Supplies,Art,Central,3,0.2,82.99
CA-2021-10528,2021-09-13,465.08,Office Supplies,Binders,East,3,0.15,58.74
CA-2021-10529,2021-09-14,440.58,Office Supplies,Art,Central,6,0.15,93.11
CA-2021-10530,2021-09-14,67.3,Technology,Machines,Central,1,0.1,14.29
CA-2021-10531,2021-09-15,549.29,Technology,Machines,West,4,0.15,49.29
CA-2021-10532,2021-09-16,231.21,Technology,Machines,West,1,0.15,49.53
CA-2021-10533,2021-09-16,211.51,Furniture,Bookcases,Central,1,0.15,54.59
CA-2021-10534,2021-09-17,771.0,Technology,Copiers,Central,10,0.1,198.78
CA-2021-10535,2021-09-18,353.84,Technology,Accessories,South,7,0.15,41.43
CA-2021-10536,2021-09-18,517.45,Furniture,Bookcases,West,6,0.2,116.36
CA-2021-10537,2021-09-19,108.63,Technology,Accessories,Central,1,0.2,18.06
CA-2021-10538,2021-09-19,41.8,Office Supplies,Paper,Central,1,0.15,8.66
CA-2021-10539,2021-09-19,621.67,Furniture,Tables,East,4,0.0,136.1
CA-2021-10540,2021-09-20,20.29,Technology,Machines,South,1,0.1,4.82
CA-2021-10541,2021-09-20,466.47,Office Supplies,Appliances,South,6,0.2,57.58
CA-2021-10542,2021-09-21,451.35,Office Supplies,Appliances,East,3,0.15,86.42
CA-2021-10543,2021-09-22,388.07,Technology,Phones,Central,2,0.1,38.37
CA-2021-10544,2021-09-22,155.46,Technology,Phones,West,1,0.1,15.39
CA-2021-10545,2021-09-23,257.72,Technology,Phones,Central,5,0.15,36.29
CA-2021-10546,2021-09-23,153.61,Furniture,Chairs,Central,6,0.15,38.38
CA-2021-10547,2021-09-23,106.61,Office Supplies,Storage,West,1,0.2,15.18
CA-2021-10548,2021-09-24,316.61,Furniture,Chairs,East,3,0.0,29.72
CA-2021-10549,2021-09-24,168.59,Furniture,Bookcases,Central,2,0.1,18.16
CA-2021-10550,2021-09-24,144.58,Furniture,Furnishings,South,1,0.2,22.53
CA-2021-10551,2021-09-25,260.96,Technology,Phones,Central,3,0.1,54.78
CA-2021-10552,2021-09-25,467.84,Furniture,Tables,South,3,0.1,42.42
CA-2021-10553,2021-09-26,344.99,Furniture,Bookcases,East,3,0.0,72.35
CA-2021-10554,2021-09-26,20.19,Office Supplies,Storage,East,1,0.2,3.29
CA-2021-10555,2021-09-26,448.6,Office Supplies,Binders,Central,5,0.1,51.12
CA-2021-10556,2021-09-27,258.21,Technology,Copiers,South,3,0.2,70.28
CA-2021-10557,2021-09-27,160.88,Technology,Machines,South,1,0.0,17.82
CA-2021-10558,2021-09-28,206.59,Technology,Accessories,South,8,0.2,26.06
CA-2021-10559,2021-09-28,212.12,Furniture,Furnishings,South,1,0.2,46.27
CA-2021-10560,2021-09-29,29.88,Technology,Phones,Central,1,0.15,3.14
CA-2021-10561,2021-09-29,250.27,Technology,Machines,East,1,0.15,50.21
CA-2021-10562,2021-09-29,273.52,Furniture,Furnishings,Central,2,0.1,28.88
CA-2021-10563,2021-09-30,466.71,Office Supplies,Appliances,Central,5,0.1,43.97
CA-2021-10564,2021-10-01,132.62,Office Supplies,Binders,South,3,0.0,24.66
CA-2021-10565,2021-10-01,322.3,Furniture,Tables,East,2,0.2,26.35
CA-2021-10566,2021-10-02,633.89,Office Supplies,Art,East,9,0.0,58.64
CA-2021-10567,2021-10-03,601.19,Technology,Accessories,South,20,0.2,66.72
CA-2021-10568,2021-10-04,224.04,Office Supplies,Binders,South,3,0.2,45.88
CA-2021-10569,2021-10-04,175.42,Office Supplies,Paper,East,2,0.15,27.92
CA-2021-10570,2021-10-04,30.98,Technology,Accessories,East,1,0.0,3.66
CA-2021-10571,2021-10-05,454.53,Technology,Machines,South,4,0.1,64.9
CA-2021-10572,2021-10-06,577.8,Office Supplies,Storage,East,6,0.2,122.04
CA-2021-10573,2021-10-07,409.11,Technology,Machines,West,11,0.15,69.87
CA-2021-10574,2021-10-07,100.72,Furniture,Furnishings,West,1,0.0,27.22
CA-2021-10575,2021-10-08,592.38,Office Supplies,Art,South,6,0.0,135.25
CA-2021-10576,2021-10-09,69.48,Office Supplies,Storage,South,1,0.1,17.03
CA-2021-10577,2021-10-09,386.09,Office Supplies,Appliances,West,2,0.2,59.55
CA-2021-10578,2021-10-09,93.51,Office Supplies,Storage,West,1,0.15,13.79
CA-2021-10579,2021-10-10,657.51,Furniture,Bookcases,East,12,0.0,167.54
CA-2021-10580,2021-10-11,136.67,Office Supplies,Binders,East,1,0.0,17.28
CA-2021-10581,2021-10-11,214.15,Furniture,Chairs,Central,4,0.2,37.95
CA-2021-10582,2021-10-11,150.16,Office Supplies,Storage,East,1,0.2,18.25
CA-2021-10583,2021-10-12,1.22,Technology,Accessories,West,1,0.0,0.27
CA-2021-10584,2021-10-12,278.76,Furniture,Furnishings,West,3,0.1,48.82
CA-2021-10585,2021-10-12,228.23,Technology,Phones,West,4,0.15,47.77
CA-2021-10586,2021-10-13,111.79,Technology,Phones,Central,1,0.1,21.27
CA-2021-10587,2021-10-13,282.7,Furniture,Tables,Central,6,0.15,65.23
CA-2021-10588,2021-10-13,83.48,Furniture,Furnishings,Central,1,0.0,8.54
CA-2021-10589,2021-10-14,222.12,Office Supplies,Storage,Central,2,0.15,52.1
CA-2021-10590,2021-10-14,176.2,Office Supplies,Appliances,East,1,0.15,46.78
CA-2021-10591,2021-10-15,474.06,Technology,Accessories,South,3,0.15,77.61
CA-2021-10592,2021-10-15,133.94,Furniture,Chairs,Central,2,0.2,35.71
CA-2021-10593,2021-10-16,94.94,Furniture,Bookcases,South,1,0.1,24.93
CA-2021-10594,2021-10-16,155.8,Office Supplies,Appliances,South,1,0.0,34.47
CA-2021-10595,2021-10-16,429.66,Technology,Machines,West,3,0.2,63.59
CA-2021-10596,2021-10-17,138.59,Furniture,Bookcases,South,3,0.2,23.64
CA-2021-10597,2021-10-17,6.82,Office Supplies,Art,Central,1,0.2,1.51
CA-2021-10598,2021-10-17,350.56,Technology,Machines,Central,2,0.0,92.07
CA-2021-10599,2021-10-18,147.48,Furniture,Bookcases,Central,3,0.0,19.16
CA-2021-10600,2021-10-18,106.85,Technology,Accessories,Central,1,0.2,24.73
CA-2021-10601,2021-10-18,88.9,Technology,Machines,Central,2,0.1,10.5
CA-2021-10602,2021-10-19,396.25,Furniture,Furnishings,West,9,0.0,73.82
CA-2021-10603,2021-10-19,130.23,Office Supplies,Appliances,Central,1,0.1,25.94
CA-2021-10604,2021-10-20,406.75,Office Supplies,Paper,Central,6,0.15,33.77
CA-2021-10605,2021-10-21,235.75,Technology,Machines,Central,3,0.1,34.27
CA-2021-10606,2021-10-21,151.23,Furniture,Furnishings,Central,2,0.2,15.26
CA-2021-10607,2021-10-21,73.5,Furniture,Chairs,Central,1,0.15,20.3
CA-2021-10608,2021-10-22,355.07,Office Supplies,Appliances,Central,3,0.2,95.04
CA-2021-10609,2021-10-22,250.98,Office Supplies,Art,West,2,0.15,68.76
CA-2021-10610,2021-10-22,36.0,Furniture,Furnishings,Central,1,0.15,3.26
CA-2021-10611,2021-10-23,656.12,Furniture,Bookcases,East,12,0.15,142.87
CA-2021-10612,2021-10-24,363.52,Office Supplies,Paper,East,3,0.0,35.24
CA-2021-10613,2021-10-24,242.06,Furniture,Furnishings,West,1,0.15,30.08
CA-2021-10614,2021-10-25,25.74,Furniture,Chairs,Central,1,0.15,2.15
CA-2021-10615,2021-10-25,147.09,Furniture,Tables,West,1,0.0,29.47
CA-2021-10616,2021-10-25,245.69,Technology,Phones,West,3,0.1,51.8
CA-2021-10617,2021-10-26,380.11,Furniture,Bookcases,South,7,0.15,77.0
CA-2021-10618,2021-10-27,10.41,Technology,Machines,West,1,0.2,1.5
CA-2021-10619,2021-10-27,273.31,Furniture,Chairs,Central,5,0.0,46.14
CA-2021-10620,2021-10-27,241.58,Furniture,Tables,West,2,0.0,22.71
CA-2021-10621,2021-10-28,4.55,Office Supplies,Art,South,1,0.15,0.45
CA-2021-10622,2021-10-28,365.59,Technology,Copiers,Central,2,0.0,90.41
CA-2021-10623,2021-10-28,26.13,Technology,Machines,South,1,0.1,3.74
CA-2021-10624,2021-10-29,93.56,Furniture,Chairs,Central,1,0.15,24.21
CA-2021-10625,2021-10-29,369.18,Technology,Phones,West,4,0.1,47.04
CA-2021-10626,2021-10-29,42.97,Furniture,Bookcases,West,1,0.1,5.58
CA-2021-10627,2021-10-30,324.69,Technology,Copiers,Central,2,0.15,89.51
CA-2021-10628,2021-10-30,150.07,Technology,Machines,East,1,0.0,37.73
CA-2021-10629,2021-10-31,481.08,Office Supplies,Storage,East,3,0.15,134.47
CA-2021-10630,2021-10-31,117.63,Technology,Accessories,East,1,0.15,31.49
CA-2021-10631,2021-11-01,80.35,Furniture,Furnishings,West,1,0.2,13.53
CA-2021-10632,2021-11-01,101.38,Office Supplies,Binders,East,1,0.1,10.14
CA-2021-10633,2021-11-01,367.19,Furniture,Chairs,West,9,0.2,41.35
CA-2021-10634,2021-11-02,28.25,Technology,Copiers,East,1,0.2,3.83
CA-2021-10635,2021-11-02,186.94,Furniture,Tables,West,7,0.15,30.66
CA-2021-10636,2021-11-02,312.26,Technology,Accessories,Central,13,0.1,84.11
CA-2021-10637,2021-11-03,16.04,Technology,Accessories,West,1,0.15,3.56
CA-2021-10638,2021-11-03,346.39,Technology,Machines,Central,9,0.15,65.81
CA-2021-10639,2021-11-03,197.85,Furniture,Tables,Central,1,0.0,28.39
CA-2021-10640,2021-11-04,686.45,Office Supplies,Art,South,25,0.15,174.45
CA-2021-10641,2021-11-05,113.96,Furniture,Tables,East,1,0.15,29.88
CA-2021-10642,2021-11-05,203.62,Furniture,Furnishings,East,3,0.2,32.89
CA-2021-10643,2021-11-05,138.44,Office Supplies,Appliances,West,5,0.0,20.42
CA-2021-10644,2021-11-06,130.79,Furniture,Furnishings,West,2,0.15,18.24
CA-2021-10645,2021-11-06,624.13,Technology,Copiers,Central,5,0.2,133.86
CA-2021-10646,2021-11-07,603.29,Office Supplies,Storage,East,19,0.2,80.92
CA-2021-10647,2021-11-07,202.73,Office Supplies,Appliances,West,2,0.15,56.3
CA-2021-10648,2021-11-08,51.93,Furniture,Chairs,Central,1,0.0,12.13
CA-2021-10649,2021-11-08,121.56,Technology,Machines,West,1,0.2,25.9
CA-2021-10650,2021-11-08,402.1,Office Supplies,Appliances,Central,3,0.0,42.56
CA-2021-10651,2021-11-09,268.13,Furniture,Bookcases,South,2,0.15,35.02
CA-2021-10652,2021-11-09,6.44,Technology,Accessories,Central,1,0.15,1.76
CA-2021-10653,2021-11-09,346.82,Technology,Machines,Central,3,0.0,93.22
CA-2021-10654,2021-11-10,543.61,Office Supplies,Art,West,14,0.2,68.09
CA-2021-10655,2021-11-11,528.05,Office Supplies,Binders,Central,18,0.2,64.67
CA-2021-10656,2021-11-12,757.2,Technology,Copiers,East,5,0.2,133.04
CA-2021-10657,2021-11-13,106.46,Office Supplies,Art,Central,1,0.0,22.84
CA-2021-10658,2021-11-13,657.78,Office Supplies,Storage,West,6,0.1,104.97
CA-2021-10659,2021-11-14,454.14,Furniture,Tables,West,14,0.1,47.91
CA-2021-10660,2021-11-14,176.68,Office Supplies,Binders,South,4,0.1,39.39
